id,submitdate,lastpage,startlanguage,startdate,datestamp,Country,Country[other],Discipline[A3],Discipline[A2],Discipline[A4],Discipline[A1],Discipline[A5],Discipline[other],Gender,CareerStatus,CareerStatus[other],Institution,Institution[other],NPublishedCor,PDepositedCor,CorSomeComparison[A1],CorSomeComparison[A2],CorSomeComparison[A3],CorSomeComparison[A4],CorSomeComparison[A5],CorSomeComparison[A6],CorSomeDeposited[A1],CorSomeDeposited[A2],CorSomeDeposited[A3],CorSomeDeposited[A4],CorSomeDeposited[A5],CorSomeDeposited[A6],CorSomeDeposited[A7],CorSomeDeposited[A8],CorSomeDeposited[A9],CorSomeDeposited[A10],CorSomeDeposited[A11],CorSomeDeposited[A12],CorSomeDeposited[A13],CorAllDeposited[A1],CorAllDeposited[A2],CorAllDeposited[A3],CorAllDeposited[A4],CorAllDeposited[A5],CorAllDeposited[A6],CorAllDeposited[A7],CorAllDeposited[A8],CorAllDeposited[A9],CorAllDeposited[A10],CorAllDeposited[A11],CorAllDeposited[A12],CorAllDeposited[A13],CorSomeNotDeposited[A1],CorSomeNotDeposited[A2],CorSomeNotDeposited[A3],CorSomeNotDeposited[A4],CorSomeNotDeposited[A5],CorSomeNotDeposited[A6],CorSomeNotDeposited[A7],CorSomeNotDeposited[A8],CorSomeNotDeposited[A9],CorNoneNotDeposited[A1],CorNoneNotDeposited[A2],CorNoneNotDeposited[A3],CorNoneNotDeposited[A4],CorNoneNotDeposited[A5],CorNoneNotDeposited[A6],CorNoneNotDeposited[A7],CorNoneNotDeposited[A8],CorNoneNotDeposited[A9],interviewtime,groupTime1260,CountryTime,DisciplineTime,GenderTime,CareerStatusTime,InstitutionTime,groupTime1258,NPublishedCorTime,PDepositedCorTime,groupTime1259,CorSomeComparisonTime,CorComparisonFreeTime,CorSomeDepositedTime,CorAllDepositedTime,CorDepositedFreeTime,CorSomeNotDepositedTime,CorNoneNotDepositedTime,CorNotDepositedFreeTime,groupTime1261,FeedbackSurveyTime,FollowUpParticipantTime,FollowUpEmailTime
61,2020-12-03 11:54:01,4.0,en,2020-12-03 11:50:11,2020-12-03 11:54:01,France,,No,No,No,Yes,No,,Female,Professor,,Non-university research institution,,11-20,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,,,,,,,,,,,,,,,,,,,232.14,62.93,,,,,,57.3,,,79.3,,,,,,,,,32.61,,,
62,2020-12-03 11:55:51,4.0,en,2020-12-03 11:50:17,2020-12-03 11:55:51,Turkey,,Yes,No,No,No,No,,Male,Assistant Professor,,University,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Neutral,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,336.1,59.29,,,,,,48.32,,,196.9,,,,,,,,,31.59,,,
63,,,en,2020-12-03 11:53:13,2020-12-03 11:53:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
64,2020-12-03 12:04:20,4.0,en,2020-12-03 11:53:17,2020-12-03 12:04:20,Switzerland,,Yes,No,No,No,No,,Male,Postdoctoral researcher,,University,,1-2,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Strongly disagree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Agree,Neutral,Disagree,,,,,,,,,,,,,,,,,,,665.05,50.5,,,,,,12.29,,,592.9,,,,,,,,,9.36,,,
65,,2.0,en,2020-12-03 11:53:33,2020-12-03 11:54:45,Italy,,No,No,No,Yes,No,,Female,Postdoctoral researcher,,University,,21+,Some of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.57,34.66,,,,,,37.91,,,,,,,,,,,,,,,
66,2020-12-03 11:59:57,4.0,en,2020-12-03 11:53:57,2020-12-03 11:59:57,Poland,,Yes,No,No,No,No,,Male,Associate Professor,,University,,21+,Some of these articles were also deposited as working paper*,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Strongly agree,Disagree,Disagree,Neutral,Neutral,Agree,Strongly agree,Neutral,Agree,Agree,Neutral,Neutral,Disagree,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Neutral,,,,,,,,,,360.31,54.98,,,,,,24.81,,,247.08,,,,,,,,,33.44,,,
67,2020-12-03 12:09:43,4.0,en,2020-12-03 11:55:07,2020-12-03 12:09:43,the United Kingdom of Great Britain and Northern Ireland,,Yes,No,No,Yes,No,Labor Economics,Female,Associate Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Neutral,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,878.11,49.09,,,,,,16.57,,,798.95,,,,,,,,,13.5,,,
68,2020-12-03 11:58:44,4.0,en,2020-12-03 11:55:47,2020-12-03 11:58:44,Australia,,No,No,No,No,No,Sustainable Finance ,Female,Professor,,University,,21+,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Agree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Neutral,178.28,43.65,,,,,,25.05,,,103.46,,,,,,,,,6.12,,,
69,2020-12-03 12:04:38,4.0,en,2020-12-03 11:57:51,2020-12-03 12:04:38,Germany,,Yes,No,No,No,No,,Male,Professor,,University,,3-5,Some of these articles were also deposited as working paper*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly agree,Neutral,Agree,Agree,Strongly agree,Disagree,Disagree,Neutral,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,408.3,48.73,,,,,,28.25,,,215.27,,,,,,,,,116.05,,,
70,2020-12-03 12:05:17,4.0,en,2020-12-03 11:59:28,2020-12-03 12:05:17,Australia,,No,Yes,Yes,No,No,,Male,Associate Professor,,University,,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,Neutral,Neutral,Neutral,350.75,29.19,,,,,,27.81,,,62.31,,,,,,,,,231.44,,,
71,2020-12-03 12:05:56,4.0,en,2020-12-03 11:59:57,2020-12-03 12:05:56,Portugal,,No,No,No,No,No,Heritage Science,Male,Other,Research Officer,Non-university research institution,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,360.55,125.99,,,,,,87.34,,,104.85,,,,,,,,,42.37,,,
72,2020-12-03 12:08:27,4.0,en,2020-12-03 12:00:52,2020-12-03 12:08:27,Iran (Islamic Republic of),,No,Yes,No,No,No,,Male,Other,Masters in Accounting,Other,Independent Researcher,11-20,Some of these articles were also deposited as working paper*,Agree,Agree,Neutral,Strongly agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,,,,,,,,,,,,,,Agree,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,,,,,,,,,,456.38,76.69,,,,,,38.69,,,330.19,,,,,,,,,10.81,,,
73,,0.0,en,2020-12-03 12:01:03,2020-12-03 12:01:44,Lao People’s Democratic Republic,,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.08,41.08,,,,,,,,,,,,,,,,,,,,,
74,2020-12-03 12:08:31,4.0,en,2020-12-03 12:04:20,2020-12-03 12:08:31,Switzerland,,Yes,No,No,No,No,,Male,Professor,,University,,1-2,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,252.37,49.86,,,,,,28.98,,,104.3,,,,,,,,,69.23,,,
75,2020-12-03 12:14:46,4.0,en,2020-12-03 12:05:21,2020-12-03 12:14:46,Russian Federation,,Yes,No,No,No,No,Agricultural economics,Male,Professor,,Non-university research institution,,21+,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly disagree,567.88,134.89,,,,,,65.59,,,299.72,,,,,,,,,67.68,,,
76,,,en,2020-12-03 12:05:33,2020-12-03 12:05:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
77,2020-12-03 12:07:16,4.0,en,2020-12-03 12:05:40,2020-12-03 12:07:16,Belgium,,No,Yes,No,No,No,,Female,PhD student,,University,,3-5,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,97.34,36.99,,,,,,15.48,,,40.13,,,,,,,,,4.74,,,
78,2020-12-03 12:08:55,4.0,en,2020-12-03 12:06:04,2020-12-03 12:08:55,France,,No,No,No,No,No,Management,Female,Associate Professor,,University,,3-5,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Neutral,170.82,66.22,,,,,,35.16,,,56.19,,,,,,,,,13.25,,,
79,2020-12-03 12:16:46,4.0,en,2020-12-03 12:06:51,2020-12-03 12:16:46,Finland,,Yes,No,No,No,No,,Male,Professor,,Non-university research institution,,6-10,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Strongly disagree,Strongly disagree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,,,,,,,,,,596.12,47.43,,,,,,240.48,,,283.11,,,,,,,,,25.1,,,
80,2020-12-03 12:10:02,4.0,en,2020-12-03 12:07:21,2020-12-03 12:10:02,Spain,,Yes,No,No,No,No,,Male,Postdoctoral researcher,,Non-university research institution,,3-5,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Disagree,,,,,,,,,,,,,,,,,,,162.45,28.04,,,,,,24.79,,,90.06,,,,,,,,,19.56,,,
81,2020-12-03 12:10:49,4.0,en,2020-12-03 12:07:56,2020-12-03 12:10:49,France,,Yes,No,No,No,No,law,Prefer not to say,Associate Professor,,Other,business school,11-20,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,174.96,60.41,,,,,,20.02,,,81.54,,,,,,,,,12.99,,,
82,,2.0,en,2020-12-03 12:08:02,2020-12-03 12:09:26,Belgium,,No,No,No,No,No,Political Science,Female,PhD student,,University,,6-10,Some of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.24,68.47,,,,,,15.77,,,,,,,,,,,,,,,
83,,,en,2020-12-03 12:08:05,2020-12-03 12:08:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
84,2020-12-03 12:11:40,4.0,en,2020-12-03 12:08:31,2020-12-03 12:11:40,Germany,,Yes,No,No,No,No,,Male,Associate Professor,,University,,11-20,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,190.75,56.3,,,,,,24.21,,,97.86,,,,,,,,,12.38,,,
85,,2.0,en,2020-12-03 12:09:11,2020-12-03 12:10:29,United States of America,,No,No,No,No,No,Social psychology ,Male,Assistant Professor,,University,,21+,Some of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.36,58.6,,,,,,20.76,,,,,,,,,,,,,,,
86,2020-12-03 12:14:40,4.0,en,2020-12-03 12:09:53,2020-12-03 12:14:40,South Africa,,Yes,No,No,No,No,,Male,Professor,,University,,21+,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Strongly agree,Neutral,Strongly agree,Disagree,Strongly agree,Agree,Strongly disagree,Disagree,288.63,47.0,,,,,,112.53,,,91.69,,,,,,,,,37.41,,,
87,,,en,2020-12-03 12:11:07,2020-12-03 12:11:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
88,,2.0,en,2020-12-03 12:11:15,2020-12-03 12:12:18,Spain,,Yes,No,No,No,No,,Male,Associate Professor,,University,,6-10,Some of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.11,42.56,,,,,,21.55,,,,,,,,,,,,,,,
89,2020-12-03 12:14:37,4.0,en,2020-12-03 12:11:32,2020-12-03 12:14:37,France,,Yes,No,No,No,No,,Male,Professor,,University,,11-20,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,,,,,,,,,,,,,,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,,,,,,,,,,186.58,22.02,,,,,,14.86,,,135.34,,,,,,,,,14.36,,,
90,,,en,2020-12-03 12:12:15,2020-12-03 12:12:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
91,2020-12-03 12:15:48,4.0,en,2020-12-03 12:12:17,2020-12-03 12:15:48,the United Kingdom of Great Britain and Northern Ireland,,No,No,Yes,No,No,,Male,Professor,,University,,11-20,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Agree,Strongly disagree,Agree,,,,,,,,,,,,,,,,,,,212.83,46.07,,,,,,23.91,,,112.6,,,,,,,,,30.25,,,
92,2020-12-03 12:20:12,4.0,en,2020-12-03 12:12:43,2020-12-03 12:20:12,Indonesia,,No,No,No,Yes,No,,Male,Business or industry professional,,Business or industry,,3-5,Some of these articles were also deposited as working paper*,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,,,,,,,,,,,,,,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,,,,,,,,,,450.58,70.09,,,,,,60.79,,,293.55,,,,,,,,,26.15,,,
93,2020-12-03 12:20:59,4.0,en,2020-12-03 12:16:22,2020-12-03 12:20:59,Germany,,Yes,No,No,No,No,,Male,Professor,,University,,11-20,Some of these articles were also deposited as working paper*,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Disagree,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,,,,,,,,,,278.83,37.96,,,,,,18.15,,,193.22,,,,,,,,,29.5,,,
94,2020-12-03 12:22:21,4.0,en,2020-12-03 12:17:03,2020-12-03 12:22:21,Germany,,Yes,No,No,No,No,,Male,Assistant Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Disagree,,,,,,,,,,,,,,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,,,,,,,,,,318.92,46.3,,,,,,37.2,,,222.07,,,,,,,,,13.35,,,
95,2020-12-03 12:21:31,4.0,en,2020-12-03 12:17:24,2020-12-03 12:21:31,Romania,,No,No,No,Yes,No,,Male,Associate Professor,,University,,11-20,Some of these articles were also deposited as working paper*,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,,,,,,,,,,249.54,55.96,,,,,,36.62,,,142.89,,,,,,,,,14.07,,,
96,2020-12-03 12:23:43,4.0,en,2020-12-03 12:18:38,2020-12-03 12:23:43,Czech Republic,,No,No,No,No,No,Earth Sciences,Male,Associate Professor,,University,,11-20,Some of these articles were also deposited as working paper*,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Neutral,Strongly disagree,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,306.25,45.6,,,,,,32.26,,,221.78,,,,,,,,,6.61,,,
97,2020-12-03 12:23:47,4.0,en,2020-12-03 12:20:18,2020-12-03 12:23:47,Spain,,Yes,No,No,No,No,,Female,Assistant Professor,,University,,3-5,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly disagree,Strongly disagree,Disagree,210.4,49.48,,,,,,30.81,,,106.11,,,,,,,,,24.0,,,
98,2020-12-03 12:25:10,4.0,en,2020-12-03 12:20:55,2020-12-03 12:25:10,United States of America,,Yes,No,No,No,No,,Female,Assistant Professor,,University,,11-20,Some of these articles were also deposited as working paper*,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,Agree,Strongly disagree,Disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,,,,,,,,,,257.91,35.44,,,,,,18.86,,,179.85,,,,,,,,,23.76,,,
99,,,en,2020-12-03 12:22:39,2020-12-03 12:22:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
100,,2.0,en,2020-12-03 12:23:16,2020-12-03 12:24:57,the United Kingdom of Great Britain and Northern Ireland,,Yes,No,No,No,No,,Male,Professor,,University,,11-20,Some of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.64,45.03,,,,,,56.61,,,,,,,,,,,,,,,
101,2020-12-03 12:27:54,4.0,en,2020-12-03 12:23:36,2020-12-03 12:27:54,Germany,,Yes,No,No,No,No,,Male,Associate Professor,,University,,11-20,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Agree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,,,,,,,,,,,,,,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Strongly disagree,,,,,,,,,,259.98,34.57,,,,,,16.91,,,206.19,,,,,,,,,2.31,,,
102,2020-12-03 12:29:17,4.0,en,2020-12-03 12:25:57,2020-12-03 12:29:17,Slovakia,,Yes,No,No,No,No,,Male,Associate Professor,,University,,21+,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,202.19,29.96,,,,,,39.08,,,95.47,,,,,,,,,37.68,,,
103,,2.0,en,2020-12-03 12:26:35,2020-12-03 12:28:10,Germany,,No,No,No,No,No,Geography,Female,Postdoctoral researcher,,Non-university research institution,,3-5,Some of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.67,29.87,,,,,,16.8,,,,,,,,,,,,,,,
104,2020-12-03 12:29:26,4.0,en,2020-12-03 12:27:33,2020-12-03 12:29:26,Portugal,,Yes,No,No,No,No,,Male,Assistant Professor,,University,,3-5,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,,,,,,,,,,,,,,,,,,,114.74,29.27,,,,,,7.24,,,71.67,,,,,,,,,6.56,,,
105,2020-12-03 12:31:21,4.0,en,2020-12-03 12:27:51,2020-12-03 12:31:21,Greece,,No,No,No,No,No,Environment,Male,Professor,,University,,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Strongly agree,Neutral,Strongly agree,Strongly disagree,Neutral,Neutral,Strongly disagree,Agree,211.61,115.31,,,,,,21.43,,,57.41,,,,,,,,,17.46,,,
106,2020-12-03 12:32:16,4.0,en,2020-12-03 12:28:25,2020-12-03 12:32:16,the United Kingdom of Great Britain and Northern Ireland,,No,No,No,No,No,Marketing,Female,Business or industry professional,,Business or industry,,3-5,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,234.48,34.72,,,,,,26.32,,,123.49,,,,,,,,,49.95,,,
107,2020-12-03 12:36:18,4.0,en,2020-12-03 12:29:10,2020-12-03 12:36:18,Germany,,Yes,No,No,No,No,Computational social science,Male,Postdoctoral researcher,,Non-university research institution,,6-10,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,,,,,,,,,,,,,,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,429.77,80.35,,,,,,19.86,,,272.48,,,,,,,,,57.08,,,
108,,,en,2020-12-03 12:30:59,2020-12-03 12:30:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
109,,,en,2020-12-03 12:31:36,2020-12-03 12:31:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
110,2020-12-03 12:36:57,4.0,en,2020-12-03 12:31:41,2020-12-03 12:36:57,Italy,,Yes,No,No,No,No,,Male,Associate Professor,,University,,11-20,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,,,,,,,,,,,,,,,,,,,318.15,47.89,,,,,,135.79,,,103.01,,,,,,,,,31.46,,,
111,2020-12-03 12:35:34,4.0,en,2020-12-03 12:32:17,2020-12-03 12:35:34,Italy,,No,No,No,No,No,Management accounting,Female,Postdoctoral researcher,,University,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Disagree,Agree,Neutral,Neutral,Agree,Strongly disagree,Disagree,199.92,40.7,,,,,,78.98,,,60.62,,,,,,,,,19.62,,,
112,2020-12-03 12:39:50,4.0,en,2020-12-03 12:32:21,2020-12-03 12:39:50,Spain,,No,No,No,No,No,chemical engineering; food industry,Male,Other,senior researcher in a technology Research centre,Non-university research institution,,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,451.42,211.77,,,,,,132.09,,,93.77,,,,,,,,,13.79,,,
113,2020-12-03 12:35:25,4.0,en,2020-12-03 12:33:29,2020-12-03 12:35:25,Turkey,,Yes,No,No,No,No,,Male,Associate Professor,,University,,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Agree,Strongly disagree,Strongly disagree,117.56,22.42,,,,,,29.45,,,58.33,,,,,,,,,7.36,,,
114,2020-12-03 12:40:04,4.0,en,2020-12-03 12:33:29,2020-12-03 12:40:04,Germany,,Yes,No,No,No,No,Innovation economics,Male,Postdoctoral researcher,,Non-university research institution,,21+,Some of these articles were also deposited as working paper*,Agree,Neutral,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,,,,,,,,,,397.02,57.92,,,,,,71.86,,,250.7,,,,,,,,,16.54,,,
